id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,UUID,data_source,estimated_mass,spectral_type,teff_gspphot,logg_gspphot,mh_gspphot,derived_spectral_type,mtgr_mass,temp_mass,temp_based_b_field,parameter_source,best_spectral_type,spectral_source,best_mass,mass_source,best_b_field,b_field_source,proper_name,flamsteed,simbad_main_id,simbad_ids,CNS3_name,gliese,ybs_name,periphery_distance_au,periphery_source
16,,,,nan,nan; nan,nan,280.68308624583415,59.635145454818776,3.523139318605643,-1400.263516756894,1862.5251477485458,0.87630755,8.524704,10.790054893439319,M2V,,0.3301487818629578,-1.750094699042494,3.039848842380621,-27.87146773661613,21.601622939663592,16.479099156298272,4.898844009649016,1.040829638092319,-6.7886691008229425e-06,9.029776730390548e-06,nan,nan,Dra,,0,,0.004130266193625744,,,,07a72a59-a32a-49d7-bc93-a1e4f99202b1,Gaia DR3,,,3179.6333,4.4099,-1.0413,M2V,0.3070602276320964,0.3070602276320964,200.0,SpType:Temperature-derived;Mass:MTGR;BField:Temperature-based,M2V,Temperature-derived,0.3070602276320964,MTGR,200.0,Temperature-based,,,,,,,,159.19,estimated_parameters
17,,,,nan,nan; nan,nan,4.613226257557736,44.02478674398518,3.5624356913539748,2891.5180773367792,411.8320203661465,11.367275,7.218567,9.459831728244474,M1V,,2.5532324760563134,0.20602142646254337,2.4757841485239296,-0.5972723446826347,48.93651544091437,12.900232627597946,0.08051598733383844,0.7683774811708953,1.4018475230684119e-05,1.996617977924889e-06,nan,nan,unknown,,0,,0.014062654559070888,,,,ff90b7ba-7a4c-47ca-9f9d-0f3d61734cf7,Gaia DR3,,,3352.2085,4.0641,-1.4361,M1V,0.3136210191764514,0.3136210191764514,200.0,SpType:Temperature-derived;Mass:MTGR;BField:Temperature-based,M1V,Temperature-derived,0.3136210191764514,MTGR,200.0,Temperature-based,,,,,,,,160.88,estimated_parameters
18,,,,nan,nan; nan,nan,4.625300681217554,44.02874451664357,3.5625891382907127,2862.7964264973784,336.43190371856457,10.603611,9.686646,11.927817764076298,M3V,,2.55312850360849,0.20655459160105008,2.4760677319123077,-0.23496304793188294,48.48204676260897,11.45445678593309,0.08072672578198296,0.7684465573348296,1.3879228737974192e-05,1.6310678968448626e-06,nan,nan,unknown,,0,,0.0014483479013120634,,,,be9ea063-8a4f-4126-a73e-a57b18d9dc48,Gaia DR3,,,3020.2869,4.6976,-0.7747,M3V,0.3008098342930088,0.3008098342930088,300.0,SpType:Temperature-derived;Mass:MTGR;BField:Temperature-based,M3V,Temperature-derived,0.3008098342930088,MTGR,300.0,Temperature-based,,,,,,,,180.12,estimated_parameters
19,,,,nan,nan; nan,nan,127.45009240230564,26.77328596508202,3.5810252189347667,-1113.693546784546,-612.1910728285187,,12.167455,14.397417822099632,,,-1.9440761349332014,2.5381439806660797,1.6131133666418265,,,,2.224423744391243,0.46728199166866885,-5.3993386804455095e-06,-2.9679860756039017e-06,nan,nan,Cnc,,0,,0.00014894738096965488,,,,aa336cec-a721-4080-9586-f64015c18d76,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
20,,,,nan,nan; nan,nan,330.8724078795965,-56.79725466122902,3.638438981826665,3966.6605387484133,-2536.1919868044724,-40.4267,4.322904,6.518328629880456,K2V,,1.7404555088654088,-0.9698232177813066,-3.044420432921219,-18.009614403951222,88.34889993579705,9.874567911370665,5.774812921500589,-0.9912990999321429,1.9230912975025536e-05,-1.229580573123184e-05,nan,nan,southern,,0,,0.21118766481343104,,,,944e8646-7406-4a9a-90f9-624784472cd3,Gaia DR3,,,4560.303,4.5249,-0.2973,K2V,0.7474203267073959,0.7474203267073959,1.5,SpType:Temperature-derived;Mass:MTGR;BField:Temperature-based,K2V,Temperature-derived,0.7474203267073959,MTGR,1.5,Temperature-based,,,,,,,,49.42,estimated_parameters
21,,,,nan,nan; nan,nan,26.009055057160104,-15.933680200693857,3.6521709611425766,-1721.7277944720731,854.9631570589582,,3.3003998,5.48764428516391,,,3.156190955626315,1.5399946961420568,-1.002610451217257,,,,0.45394364607992577,-0.2780951814619387,-8.347171899066084e-06,4.144978353867839e-06,nan,nan,Cet,,0,,0.5456853393036832,,,,57c33724-12bd-4a8c-93fd-3849db7ca2c5,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
22,,,,nan,nan; nan,nan,54.00339387736301,-44.51436231604776,3.6742884279086314,745.6543400042402,-373.3232809136534,1.4918072,10.995456,13.16958951696462,,,1.5398966231892512,2.119749907536202,-2.5759996449638507,-12.560583795843037,4.8052890238397135,-5.682190077534697,0.9425370304113314,-0.776922186840722,3.615034254127572e-06,-1.8099223406363767e-06,nan,nan,Eri,,0,,0.0004614920173376339,,,,abd1b27e-bed9-4cd2-a830-6d141059c683,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
23,,,,nan,nan; nan,nan,331.07645259656397,-56.79381206688221,3.6946991407427134,3981.97666296105,-2466.8318147663504,,18.030664,20.192769046059762,,,1.7710262367461382,-0.9786088832725116,-3.091373879514072,,,,5.778374173632971,-0.9912390153259806,1.930516764062413e-05,-1.1959538127949914e-05,nan,nan,southern,,0,,7.159659714471017e-07,,,,c8482ab2-9b7a-4d3b-b180-f097ae958a05,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
24,,,,nan,nan; nan,nan,18.13325425370941,-16.996154872479234,3.71668036033956,1205.074450317742,637.5466339679103,,10.436525,12.585749280975888,,,3.377826039500923,1.1062140596230698,-1.0864136422631834,,,,0.3164849908284964,-0.2966388627036396,5.8423658026959515e-06,3.0909133049297655e-06,nan,nan,Cet,,0,,0.0007901331584162281,,,,c6c3f08a-6509-4886-8268-806e59b7c60b,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
25,,,,nan,nan; nan,nan,111.85462844259372,5.209382701706996,3.7860589303898693,571.2323467293181,-3691.4865653792745,17.353445,8.576388,10.685451511480386,M3V,,-1.4035501740425442,3.4994456351179233,0.3437577347262727,-18.18681475082112,17.806341802861038,-64.39787168582677,1.9522315499181575,0.09092088014122471,2.769412567866795e-06,-1.7896831905279238e-05,nan,nan,Cnc,,0,,0.004547988893161626,,,,b3590768-03b2-4a6d-a1fd-040e8733eb5f,Gaia DR3,,,3024.395,4.2393,-0.7638,M3V,0.30097343058292136,0.30097343058292136,300.0,SpType:Temperature-derived;Mass:MTGR;BField:Temperature-based,M3V,Temperature-derived,0.30097343058292136,MTGR,300.0,Temperature-based,,,,,,,,180.17,estimated_parameters
26,,,,nan,nan; nan,nan,43.26964247679057,16.86437381897744,3.831587320084787,3429.0828268077694,-3805.54112273733,,12.263103,14.346208894564047,,,2.669934048972674,2.5133490317350393,1.1115710549701445,,,,0.7551977273807896,0.29433884942828653,1.662466268094168e-05,-1.8449784003280013e-05,nan,nan,Peg,,0,,0.00015614081509913267,,,,c04df9da-f377-44b1-8765-3a82a6825cfb,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
27,,,,nan,nan; nan,nan,77.9599373502188,-45.0438126993602,3.9339320771222708,6491.223339061598,-5708.614150045243,245.05313,8.063552,10.08941761695615,M1V,,0.5798085611598228,2.7184368382535062,-2.7838363414977545,-97.97355897402628,120.91557532605664,-248.62342541676165,1.3606575914098216,-0.7861628392554703,3.147033881914587e-05,-2.7676142401174193e-05,nan,nan,Eri,,0,,0.007874680700557529,,,,d85ed3ec-c368-4525-995f-4d5cfc49ec07,Gaia DR3,,,3451.8704,4.4062,-1.52,M1V,0.31731787964286595,0.31731787964286595,200.0,SpType:Temperature-derived;Mass:MTGR;BField:Temperature-based,M1V,Temperature-derived,0.31731787964286595,MTGR,200.0,Temperature-based,,,,,,,,161.83,estimated_parameters
28,,,,nan,nan; nan,nan,319.2950181380955,-38.872456400701786,3.9696335386096013,-3258.966218702396,-1145.8623969124255,20.70994,5.984104,7.990352075456417,,,2.342867803996881,-2.0155386774754414,-2.4912977990295677,-38.026060515923504,-48.17669331951339,-29.783238447331954,5.572749351724781,-0.6784523525301903,-1.5799914091007337e-05,-5.555297666921093e-06,nan,nan,southern,,0,,0.05443261136978757,,,,6aebe4b4-a225-413d-9dcd-2f3cf392d661,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
29,,,,nan,nan; nan,nan,281.29804386226,-63.96056736658412,4.005364851523573,2583.1897859953274,588.5041381022022,,14.005345,15.992134932471657,,,0.3444759014463283,-1.7242398437714186,-3.59878881129392,,,,4.9095770448158635,-1.116322491990532,1.2523657491529491e-05,2.8531485754152337e-06,nan,nan,southern,,0,,3.428830580349033e-05,,,,2ac3644a-1338-405d-a456-c0dc5329ef99,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
30,,,,nan,nan; nan,nan,162.05388771666577,-39.93962594730691,4.045052387065994,-1179.311133843346,-988.1214959595233,,14.005882,15.971261510739595,,,-2.9505333775368627,0.9556193474167927,-2.5968429419184953,,,,2.8283739063130136,-0.6970779747954648,-5.717461719720532e-06,-4.79054819839598e-06,nan,nan,southern,,0,,3.4953880384442135e-05,,,,82a013bd-129a-4a3f-96ae-df41659b3e18,Gaia DR3,,,,,,,,,,SpType:None;Mass:None;BField:None,,None,,None,,None,,,,,,,,,None
